customer_id,recency,frequency,monetary
42711,1083,1,67.98999786376953
48284,778,1,29.989999771118164
82244,449,1,8.5
65264,885,1,25
14324,556,1,5.989999771118164
39794,609,1,307
88078,143,1,115
72449,324,1,11.989999771118164
32655,832,1,51.150001525878906
80939,588,1,180
83810,1192,1,105
92300,91,1,130.98999786376953
49635,147,2,109.75
1566,1317,1,69.5
35526,1,1,50.459999084472656
58125,222,1,54
24165,169,1,86.95000076293945
89429,419,1,38
66615,1485,1,61.94000244140625
75320,288,1,179.9000015258789
41145,1154,1,153
54072,204,1,69
79373,381,1,36
71052,60,1,101.5
17026,1107,1,11.989999771118164
68135,122,1,53
49804,6,1,38
66661,130,2,67.9000015258789
66784,380,2,71.89000129699707
32824,10,1,50
61042,797,1,97.97999954223633
44062,281,1,50
1397,396,1,189.98999786376953
72403,665,1,111.59999847412108
93482,380,1,120
48115,158,1,108.62000274658205
37046,5,1,10.3100004196167
11576,79,1,12.989999771118164
45536,615,1,53.9900016784668
48453,897,1,64.4000015258789
5665,51,1,25
12927,2,1,199
72234,485,2,81.98000144958496
69701,309,1,49.9900016784668
69363,285,1,140
68304,76,1,14.5
16857,30,2,128.83000087738037
5619,465,1,25
2794,1443,1,279.5
82121,778,1,84.5
35572,1422,1,38.9900016784668
15629,136,2,103.5
4268,923,1,75
69532,281,1,25
26867,326,1,29.209999084472656
4145,62,1,44.950000762939446
80770,37,1,49.9900016784668
92131,970,1,26.979999542236328
47056,665,1,150
15506,5,1,73.97000122070312
58294,1492,1,14
99562,586,1,69.45000076293945
62685,180,1,115
53780,1,1,8.949999809265137
13986,967,1,12.989999771118164
1689,443,1,6.75
30030,138,1,29.989999771118164
7062,84,1,62
32532,667,1,186
83933,141,1,14
41483,14,1,48
58002,162,1,192.21000003814697
4560,169,1,31.96999931335449
58463,51,1,109.98999786376952
78314,441,1,101.95000076293945
5542,221,1,8.989999771118164
88201,161,1,10.6899995803833
39917,299,2,130.98999977111816
25854,1552,1,34.9900016784668
60919,4,1,40
35234,128,1,68
81231,5,1,70
40853,409,1,85.45000076293945
19651,2,1,10
169,723,1,220.79000091552734
71344,660,1,132.5
8244,182,2,85.21999740600587
84915,300,2,113.77999973297119
98978,86,1,101.49000263214111
31550,622,1,177.14000129699707
75566,460,1,15.770000457763672
55254,271,1,242.2899932861328
83687,133,1,129
64205,687,2,364.4300003051758
21417,161,1,29.979999542236328
38735,264,1,32.900001525878906
29784,1342,1,22
43893,15,1,38.5
87617,12,1,58
19943,962,1,39.5
20189,234,1,40.619998931884766
22353,28,1,18
74046,970,2,208.9900016784668
96276,110,3,251.3000030517578
73800,4,2,75.14000129699707
40255,1090,1,25
42419,31,1,45
86635,124,2,113.87000179290771
75274,660,1,161.60000038146973
32486,450,1,25
30076,58,1,14
10010,744,1,23.989999771118164
8075,1345,1,108
94066,166,1,55
27972,937,1,132.4499969482422
40209,74,1,39.9900016784668
2502,303,1,62.98000144958496
71513,4,1,43.97999954223633
55838,44,1,24
15214,926,1,78.80999755859375
35987,608,1,18.5
29538,516,1,40
20833,1094,1,114.98999786376952
73385,1512,1,86
37338,1168,1,54.9900016784668
62147,456,1,62
60060,1346,1,5.900000095367432
44998,305,1,94.5
54487,25,2,104.65000343322754
99024,765,1,63.970001220703125
6203,1079,1,174.98999977111816
42081,146,1,27
96107,895,1,8.989999771118164
13863,432,1,102
23750,309,1,208.97000122070312
87096,519,1,143.98999977111816
74690,296,1,92
46472,551,1,79.5
69071,614,1,12
98334,185,1,150.72999668121338
27451,679,1,29
94633,1504,1,40
46349,826,1,59.950000762939446
4852,818,1,119.98999786376952
63329,31,1,24.989999771118164
84577,471,1,42
48038,773,1,102
56528,68,2,55.739999771118164
81998,1,1,24.5
507,273,1,9.949999809265137
37461,285,1,64.94999694824219
54364,8,1,35.7400016784668
99808,32,1,95.2700023651123
13740,392,1,34.9900016784668
39210,375,1,53.54999923706056
47225,157,1,25
15921,162,1,218.98999786376953
1812,436,1,98
33239,1514,1,59.5
6601,232,1,25
17962,403,1,76.5
60750,1036,1,16.3799991607666
70637,410,2,185.69000053405762
93359,958,1,44
50571,62,1,221.9800033569336
34590,439,1,320.95000076293945
39333,542,1,57
1981,171,2,257.98999786376953
24703,149,1,90.63999938964844
80647,111,1,138.48999977111816
13342,536,1,33
69286,98,2,96.86000061035156
89721,1346,1,228.97999954223633
78483,162,2,268.8999938964844
69778,145,1,89.98999786376953
80524,709,1,191
60458,58,1,18
88570,524,1,34.900001525878906
57112,63,1,63
338,6,1,54.950000762939446
13571,465,1,62
9243,599,1,26.14999961853028
28725,569,1,54
95815,1200,1,6.989999771118164
67428,324,1,24.989999771118164
60289,231,1,124.5
12681,46,1,43.97999954223633
97581,291,1,34.9399995803833
56651,2,1,11.210000038146973
48991,164,1,9.989999771118164
93943,62,1,80.94000053405762
8367,647,1,39
39502,295,1,76.75
24932,173,2,147.98999786376953
71221,39,1,34.97999954223633
63206,6,1,24.989999771118164
98457,658,1,82.94999694824217
92469,446,1,167.29999923706055
3684,5,2,74.4000015258789
44308,434,1,268.8099994659424
18254,308,1,40
29615,144,1,175
81600,276,1,25.989999771118164
94235,326,2,60.89999961853028
8659,605,1,24.93000030517578
60352,23,2,266.50000190734863
29309,614,1,37.95000076293945
17072,6,1,228
19236,102,2,73.98999977111816
42542,513,1,209.98999977111816
44706,37,1,99.98999786376952
19130,726,1,171
23458,729,1,169.03000164031982
61918,205,1,238.97999572753903
39104,133,1,56.989999771118164
74461,136,1,164.44000244140625
8951,470,1,153.73000144958496
64972,716,1,108.96999931335449
19528,460,1,231.98999786376953
87202,434,1,29.989999771118164
29017,86,1,64.94999694824219
20020,1373,1,344.99000549316406
82874,189,1,85.95000076293945
42250,997,1,257
18838,134,1,29.989999771118164
41560,1268,1,121.04000282287596
50265,1403,1,89
72987,970,1,67.98000144958496
52429,186,1,224.98999786376953
63790,246,1,277.98000717163086
9641,11,1,98
97873,180,1,7.110000133514404
40624,27,1,25
71928,90,1,59.9900016784668
2087,1034,1,34.880001068115234
81414,255,1,26.170000076293945
27557,118,1,149.98000144958496
44537,273,1,11.989999771118164
51676,159,2,167
60166,1177,1,59.97999954223633
48805,872,1,188
50680,3,1,44.1200008392334
8015,287,1,10
64789,79,1,154.9799976348877
736,109,1,332.7200012207031
76150,628,1,10.5
33485,696,1,48
19376,933,1,125.26000213623047
90259,495,1,298
3793,864,1,268.13000202178955
7706,988,1,66.95000076293945
58815,4,3,187.67000007629395
13448,210,1,108
26515,7,1,115
58646,155,1,99.9399995803833
94696,106,1,70.7699966430664
91779,292,1,138.60000610351562
31779,326,1,138.9499969482422
37398,123,1,129.99000549316406
26037,709,1,111.22000122070312
59124,965,1,74.9800033569336
36402,358,1,237
47763,5,1,52.9900016784668
80063,37,1,39.9900016784668
74444,158,1,98.08000183105467
90305,902,1,64.98999786376953
9180,31,1,134.98999977111816
74676,3,2,841
43372,478,1,44
97567,453,1,48.95000076293945
16319,22,1,162.4699993133545
50202,666,1,32.95000076293945
46289,42,1,238.97999572753903
53428,564,1,99
56422,1381,1,55
48928,759,1,11.989999771118164
51553,302,1,19.989999771118164
30952,3,1,91.9900016784668
45061,331,2,106
6478,136,1,34.9900016784668
54902,163,2,109.60000038146973
77624,544,1,70.9900016784668
57481,191,1,13.989999771118164
16196,62,1,38.52999877929688
38918,1323,1,44.9900016784668
87557,1404,1,61.9900016784668
51507,254,1,20
98918,49,1,95
33654,459,1,39.44000053405762
94049,202,1,138.5
6309,65,1,31.489999771118164
82811,576,1,22.950000762939453
77839,858,2,235.97999572753906
91902,169,1,49.950000762939446
21065,726,1,105.9499969482422
17733,932,1,39.94000053405762
38045,158,1,24.96999931335449
75918,281,1,68.98999977111816
71590,675,1,57.400001525878906
31702,219,2,227.98000526428223
54670,104,3,54.46999931335449
64451,1562,1,59
53674,1031,1,24
13511,1187,1,104.5
16843,281,1,30
70654,261,1,235.52999877929685
71281,359,1,33.25
31842,597,1,129.99000549316406
52154,1273,1,233.95000076293945
89200,179,1,68
1214,7,1,61.989999771118164
7952,787,1,152.4900016784668
3624,97,1,246.14000701904297
60229,180,1,15
63561,251,1,186.79999923706055
92838,1126,2,36
30906,88,3,526.8899879455566
85559,424,1,139.5
229,22,2,65.9900016784668
3561,767,1,9.989999771118164
97166,384,1,35
84809,400,1,54.950000762939446
20481,1004,1,28.43000030517578
87079,302,1,152.9900016784668
60767,1308,1,99.94999694824216
36571,663,1,104.94999694824217
82015,373,2,76.45000076293945
50926,620,1,59.5
25456,814,1,67.93000030517578
14095,1779,1,30
53090,404,1,42.96999931335449
89781,523,1,19.989999771118164
44583,156,1,235.3900032043457
26684,318,1,44.9900016784668
83289,211,2,134.76000213623047
2041,389,1,16.5
567,19,3,82.86999988555908
28158,1007,1,220.94999980926514
82061,1274,1,298
813,1198,1,86.45000076293945
88553,69,1,79.9900016784668
23289,102,1,48
5436,80,1,12.510000228881836
99914,440,1,9.109999656677246
15569,959,1,169
18486,76,1,83.95999908447266
65679,84,1,68.4900016784668
11822,1229,1,27
1672,51,1,79.98999786376953
73339,181,1,34.95000076293945
4898,1435,1,199
5894,41,2,70.46999931335449
45473,55,2,119
22708,250,1,36
31364,869,1,25
38503,546,1,22.979999542236328
90365,105,1,109.98999786376952
7125,437,2,140.9900016784668
59061,468,1,79.94999694824217
66721,486,1,71.94999694824219
1460,1132,1,92
37507,5,1,9.5
2456,53,1,53.9900016784668
20172,448,2,192
71112,1049,2,87.22000122070312
59751,334,2,326.7899971008301
48390,257,2,37.989999771118164
51095,787,1,19.89999961853028
44431,189,1,157.5
12512,950,1,148
87969,95,1,115.98999786376952
80309,830,1,29
52091,726,1,42.97999954223633
79313,147,1,11.9399995803833
21477,8,2,42
68427,702,1,75
25147,150,1,14.989999771118164
77255,484,1,8.600000381469727
81168,103,1,11.449999809265137
83747,192,1,25
75091,283,1,138
70591,1520,1,198
96339,605,2,225.350004196167
83226,742,1,32.9900016784668
8599,1165,2,118.5
91839,926,2,164.99000549316406
26452,351,1,34.650001525878906
51264,768,1,306.22000885009766
65373,116,1,72
8642,1,1,23.889999389648438
45430,567,1,25
74029,327,1,38
76734,17,1,13.989999771118164
61809,18,1,5.949999809265137
59230,95,1,84.94999694824217
88616,185,1,223.97000122070312
7368,197,1,34
28095,545,1,50
65894,647,1,54.900001525878906
95108,141,1,43.9900016784668
56007,777,1,6.929999828338623
51138,770,1,25
67368,882,1,65.46999931335449
35818,1117,1,129
17318,313,1,38
20650,202,1,145.88000106811523
42788,73,1,23.89999961853028
47116,1552,1,93.98999786376952
14401,965,2,71.23999977111816
75503,184,1,24
38460,1058,1,290.95000076293945
96751,574,1,6.949999809265137
70285,11,1,69
17212,247,1,34.989999771118164
25868,27,2,55.09000015258789
2519,99,2,53.89999961853027
88095,548,2,282.86999464035034
93634,221,1,100
99456,1877,1,110
81646,445,1,29.8799991607666
21540,107,1,22
90196,400,1,119.96999931335449
64142,1193,1,11.989999771118164
4620,1571,1,39.950000762939446
33007,32,1,64.87999725341797
63146,181,1,80.94999694824219
1629,44,2,136.9900016784668
32011,143,1,44.950000762939446
9289,1160,1,134.93999862670898
292,686,1,248.75
36339,736,1,149
53259,899,1,60.09999847412109
27205,25,1,53.54999923706056
13680,820,1,7.519999980926514
18008,792,1,19.989999771118164
22877,129,1,73.04999923706056
54255,190,1,288.98999786376953
82473,3,1,15.75
45599,805,1,54
41898,32,1,57.9900016784668
76087,306,1,59
73923,908,1,213
42204,1210,1,59.95000076293945
97229,47,1,25
78251,1120,1,149
14464,1424,1,13.93000030517578
7431,71,1,29.40999984741211
9595,576,1,59.5
88722,269,1,74.40999984741211
84394,29,1,27.989999771118164
16628,541,1,197.93999481201172
79525,257,1,105.45000076293945
99499,73,1,153.23999786376953
86558,27,1,53
64726,1251,1,163.2300033569336
35755,947,1,112.98999977111816
89612,227,1,36
87448,902,2,606.3700008392334
27099,680,1,54.950000762939446
13033,647,1,69
85284,334,1,35.4900016784668
60398,99,1,19.81999969482421
41314,1065,1,68
25625,331,3,200.9900016784668
45642,279,1,25
48347,217,1,24
43478,607,1,27.989999771118164
27789,104,1,55.97999954223633
39150,556,1,29.989999771118164
34281,403,1,35
43707,58,2,88.95000076293945
69841,551,1,65.98999977111816
92655,1549,1,24.989999771118164
38798,39,1,146.79999923706055
9060,9,4,217.2700023651123
19542,1095,1,70.10000038146973
40149,517,1,172.75
51510,34,1,35
67826,140,1,43.9900016784668
48639,1001,1,25
57129,861,1,188.9900054931641
60000,51,1,56
99579,97,1,58
66475,261,1,89.35000038146973
13113,3,1,63.27999973297119
11098,270,1,339.9000015258788
71407,112,1,42
84637,397,1,17.93000030517578
87723,1657,1,24.989999771118164
33820,3,1,65.5
54427,42,1,25
6143,615,1,63.950000762939446
22459,1411,1,38.9399995803833
66429,507,1,128.95000076293945
74919,222,1,24.90999984741211
50036,468,1,140
74842,68,2,132.93999671936035
6999,1495,1,116.88999938964844
9578,346,1,36
85685,534,1,406
39608,60,1,340
19419,8,2,64.94000244140625
96708,105,1,29.989999771118164
62871,801,2,103.52000045776367
40272,138,1,69.94999694824219
28911,867,1,96
43661,152,1,94.93999671936035
86203,141,1,14.989999771118164
41669,5,1,8.6899995803833
83624,37,2,215.22000122070312
42851,1214,1,195.3000030517578
31490,9,1,8.640000343322756
53671,715,1,142.31999969482422
20375,155,1,42.900001525878906
19588,426,1,29.950000762939453
78669,772,1,199.9900054931641
26389,274,1,48
94985,326,1,60
46701,1257,1,39.9900016784668
70451,108,1,39.9900016784668
11390,335,1,71.9900016784668
81812,763,1,65
65496,887,1,239.8600006103516
73986,409,1,50.4900016784668
5187,1540,1,25
44248,1146,1,204.19999980926514
75134,73,1,286
60564,1674,1,118
39316,11,2,169.47000217437744
39857,239,1,247.98999786376953
23000,117,1,160
278,397,1,25
11639,50,1,81.2699966430664
76903,1,1,24.989999771118164
65247,65,1,131.94000244140625
26332,67,1,41
1503,1141,1,92.97999954223633
4746,4,1,99.98999786376952
13159,1031,1,57.98000144958496
77836,932,1,9.75
6661,233,1,5.989999771118164
68931,154,1,34
58603,319,1,27.020000457763672
12572,87,2,157.48000144958496
60518,308,2,52.9900016784668
67016,1391,1,69.5
66767,719,1,84
15074,98,1,101.80000305175781
57375,534,2,98.25
34407,810,1,139
34112,795,1,69
56588,1209,1,438.9499969482422
93173,1653,1,39.9900016784668
79851,370,1,153.5600004196167
92194,162,1,241.6100025177002
26435,1719,2,292.45000076293945
47242,23,1,77.6500015258789
49157,578,1,12.989999771118164
60226,153,1,25
67308,90,1,37.34999847412109
26930,3,1,25
78128,816,2,380.97000312805176
6369,220,1,288
12864,863,1,14.149999618530272
90030,1016,1,49.950000762939446
24520,550,1,34.9900016784668
35340,1225,1,22
25994,1136,1,11.989999771118164
36814,251,1,74.94999694824217
80143,663,1,15.279999732971191
70946,62,2,127.94000053405762
2731,263,1,50.09000015258789
36322,1325,1,70.94999694824219
68782,790,1,79.9800033569336
89323,255,1,218.82000732421875
32549,202,1,51.95000076293945
51782,11,1,79.5
70992,391,1,64.47000122070312
30534,214,1,34.29999923706055
68287,791,1,14
4543,1,1,26
74381,1496,1,24.90999984741211
95111,568,1,64.98999786376953
40421,1018,1,399
87451,755,1,25
37693,181,3,328.0199966430664
65370,4,2,296.379994392395
79436,1148,1,143
97338,740,1,63.989999771118164
88633,520,1,22.989999771118164
25791,424,1,9.40999984741211
71776,280,1,29.989999771118164
9163,1015,1,136
5084,720,1,135
63020,954,1,22
61271,26,2,397
52443,23,1,349
9827,441,1,59.5
75257,16,1,10.170000076293944
43787,88,2,61.97999954223633
77421,106,1,26
18483,12,1,95.95000076293945
99210,1151,1,38
51092,543,1,104.5
98669,1673,1,129.18000030517578
93880,476,1,47.59999847412109
73863,146,3,138.43000030517578
31075,90,1,175.95999908447266
20790,283,1,39.5
87849,8,1,39.540000915527344
75855,59,1,138.600004196167
61812,632,1,52
10119,342,1,21.989999771118164
49910,271,1,13.609999656677246
5376,998,1,24.989999771118164
63286,872,1,35
21998,302,2,243.01999473571775
28662,37,1,55.04999923706056
20006,657,1,53
17301,363,1,21.989999771118164
19834,649,1,75
31367,627,1,7.110000133514404
17842,67,1,201.94000053405762
75337,335,1,68.43000030517578
87159,29,1,185.99000549316406
67677,52,1,11.050000190734863
84242,358,1,5.550000190734863
86910,3,1,8
51633,722,1,92.98999977111816
64617,4,1,136.98999977111816
69990,759,1,13
44663,162,1,103
72881,118,1,109
66893,892,2,194.5
79877,1269,1,46.880001068115234
52323,588,1,99
92114,229,1,58.450000762939446
89615,14,1,55.959999084472656
21941,94,1,24.989999771118164
59505,70,1,34
67534,862,3,182.94000244140625
80604,34,1,93.9700014591217
65911,496,1,74
54550,175,1,67.95999908447266
62210,589,1,89.89999866485596
94129,1385,1,42.5
12987,805,1,224.3800048828125
47119,18,1,33.9900016784668
4082,438,1,75
60103,38,1,53.950000762939446
15151,44,1,39.97999954223633
88384,194,1,49.9900016784668
34776,263,2,97.73999977111816
68367,391,2,81.99000000953674
79728,379,1,106.94000244140625
77564,81,2,269.3500003814697
77023,191,1,24
81892,43,1,66.98999786376953
2316,87,1,53.54999923706056
66203,32,1,15.239999771118164
47268,103,1,2.950000047683716
42940,275,1,82
15692,35,2,64.5099983215332
4623,639,1,25
34527,142,1,45
28035,21,1,29.989999771118164
35068,1589,1,90.54999923706053
39396,865,1,98.0999984741211
25330,1060,1,99.94999694824219
23166,132,1,135
12346,457,1,70
42877,447,1,25
88908,40,2,292.9900016784668
51367,1006,1,23.229999542236328
35051,6,1,19.64999961853028
48450,136,1,56.77999877929688
521,527,1,113.97999954223633
67660,195,1,39.5
75486,379,1,59.450000762939446
40979,391,1,10
8370,440,1,148.98999786376953
5453,321,1,139.73999786376953
43495,391,1,30.09999942779541
20773,4,2,142.75
75626,158,1,54
23690,443,1,89.94999694824217
59811,264,1,41.25
8871,696,1,93
62728,365,1,25
81059,132,2,220.93000030517578
92420,285,1,46.96999931335449
26160,25,2,83.5
75108,961,1,903
3438,143,1,54.489999771118164
43017,384,1,22.979999542236328
25164,1571,1,25
18758,1298,1,94.88000106811523
64743,125,1,75.25
4434,465,2,156.81000137329102
9844,74,1,219.93999862670898
999,411,1,217
68178,36,3,46.97999954223633
7829,916,1,24.5
61686,105,1,5.289999961853027
96874,851,2,307.5900020599365
40438,1340,1,39.9900016784668
87388,9,1,32.900001525878906
86847,92,2,74.4900016784668
22247,238,1,475
69535,10,1,374.9500122070313
76960,675,1,109
81460,329,2,44.94000053405762
54238,1338,1,198
39505,304,1,54.5
88367,191,1,46.9900016784668
73047,960,1,119
71055,214,1,28.989999771118164
62227,911,1,186.45000076293945
93362,634,1,98
12283,95,1,30
84949,1772,1,69.5
44892,436,1,16
33531,106,1,113.39000129699707
78065,140,1,24.989999771118164
32990,566,2,113.29000091552734
22170,360,1,69.98999786376953
38400,176,1,112.5
44351,105,1,74.5
89426,477,1,63
94836,43,1,54.9900016784668
55712,533,1,17.989999771118164
94295,65,1,20
82997,324,3,368.4499969482422
82001,482,1,169.99000549316406
33468,899,1,34.95000076293945
76167,1457,1,84.9900016784668
34464,136,1,9.15999984741211
95400,313,1,29.739999771118164
78480,231,3,154.4000015258789
7892,572,1,408
61168,38,1,66.16999816894531
13216,10,1,11.010000228881836
5390,15,1,25
49807,293,1,24.989999771118164
1062,940,1,42.0099983215332
10345,3,1,2.990000009536743
2379,966,1,88.96000003814697
30182,126,1,9.989999771118164
85450,414,1,118
81122,346,1,42.89999961853027
10949,14,1,187.54000282287598
57232,296,1,63.180000305175774
20295,116,1,247.59000587463376
69612,222,1,20
35984,1023,2,504.48999977111816
46890,61,1,25
36525,629,1,25
23627,625,1,46.220001220703125
7311,129,1,92
4497,1143,1,24
10408,302,1,224.94999694824216
74089,7,1,75
10746,1209,1,53.33000183105469
8825,1697,1,69.98999786376953
14736,37,1,22
89386,236,3,209.9900016784668
24122,186,1,79.57000160217285
92343,248,1,224.9499969482422
30073,692,1,118.26000022888184
