id,cost,category,brand,retail_price,department
13842,2.518749990849756,Accessories,MG,6.25,Women
13928,2.3383499148894105,Accessories,MG,5.949999809265137,Women
14115,4.879559879379869,Accessories,MG,10.989999771118164,Women
14157,4.648769887297898,Accessories,MG,10.989999771118164,Women
14273,6.507929886473045,Accessories,MG,15.989999771118164,Women
15674,3.1062499998370185,Plus,MG,6.25,Women
15816,3.1772999091416594,Plus,MG,5.949999809265137,Women
28646,8.73562987972319,Accessories,MG,19.989999771118164,Men
28670,2.6759399153566363,Accessories,MG,6.179999828338623,Men
28714,2.275000000372529,Accessories,MG,6.25,Men
28779,7.36748991528362,Accessories,MG,20.989999771118164,Men
28904,6.7957498848550015,Accessories,MG,15.989999771118164,Men
29007,10.795999868229032,Accessories,MG,26.989999771118164,Men
12777,16.691290760814255,Swim,MW,44.9900016784668,Women
12810,21.055320884742144,Swim,MW,44.9900016784668,Women
12812,21.14530090284795,Swim,MW,44.9900016784668,Women
12853,18.71584077014294,Swim,MW,44.9900016784668,Women
12900,17.39565078823306,Swim,MW,39.9900016784668,Women
13247,20.65041088706643,Swim,MW,44.9900016784668,Women
13477,22.600890809484422,Swim,MW,54.9900016784668,Women
13574,19.39069080118597,Swim,MW,44.9900016784668,Women
2848,20.946700439925493,Active,2XU,44.950000762939446,Women
3039,22.627350425997378,Active,2XU,49.950000762939446,Women
9041,20.479500227209176,Socks & Hosiery,2XU,49.950000762939446,Women
13122,68.73737201425911,Swim,2XU,150.41000366210938,Women
18147,17.069900398133232,Active,2XU,40.450000762939446,Men
18363,65.0955812367481,Active,2XU,159.94000244140625,Men
18394,22.97700039561093,Active,2XU,49.950000762939446,Men
18465,27.240000218153,Active,2XU,60.0,Men
18593,17.00110065520704,Active,2XU,43.150001525878906,Men
18607,30.63616928671479,Active,2XU,79.98999786376953,Men
18644,41.28767906982421,Active,2XU,107.5199966430664,Men
18664,25.83845043245256,Active,2XU,59.950000762939446,Men
18708,42.59726061337233,Active,2XU,111.22000122070312,Men
18796,36.31391910439163,Active,2XU,84.05999755859375,Men
24644,27.872100528435407,Socks,2XU,49.950000762939446,Men
24674,35.64000008627772,Socks,2XU,60.0,Men
24731,25.58795095982142,Socks,2XU,43.150001525878906,Men
27569,92.6525625942932,Swim,2XU,150.41000366210938,Men
3206,38.31499995291233,Dresses,AGB,79.0,Women
3660,21.91964971384816,Dresses,AGB,50.38999938964844,Women
3682,18.956299259465936,Dresses,AGB,45.34999847412109,Women
3730,39.070999938994646,Dresses,AGB,89.0,Women
3943,26.28080032457113,Dresses,AGB,53.200000762939446,Women
5353,22.46999996714294,Pants & Capris,AGB,42.0,Women
5433,11.640959460911304,Pants & Capris,BKE,20.209999084472656,Women
9035,1.3983000106409191,Socks & Hosiery,HDE,3.950000047683716,Women
14170,1.1859000150532462,Accessories,HDE,2.950000047683716,Women
28411,2.083760045012236,Accessories,HDE,4.880000114440918,Men
28548,1.280300021749735,Accessories,HDE,2.950000047683716,Men
28873,1.3904000092506408,Accessories,HDE,3.950000047683716,Men
29033,1.7182500154450535,Accessories,HDE,3.950000047683716,Men
25038,7.600199877980351,Socks,Huf,11.949999809265137,Men
17159,28.429830918571056,Fashion Hoodies & Sweatshirts,ITC,54.9900016784668,Men
5357,15.4504798515518,Pants & Capris,Ice,27.989999771118164,Women
5440,13.46318990700826,Pants & Capris,Ice,27.989999771118164,Women
5474,13.89443986939028,Pants & Capris,Ice,24.989999771118164,Women
7234,9.19631984055072,Skirts,Ice,24.989999771118164,Women
7236,11.383619829264582,Skirts,Ice,25.989999771118164,Women
7246,9.452059872821495,Skirts,Ice,23.989999771118164,Women
7377,10.1959198788739,Skirts,Ice,24.989999771118164,Women
7448,9.171329883230927,Skirts,Ice,24.989999771118164,Women
7903,10.567589980136454,Blazers & Jackets,Ice,30.989999771118164,Women
8080,37.113601108783485,Suits,Ice,57.9900016784668,Women
8089,49.165528608800166,Suits,Ice,75.98999786376953,Women
8093,14.139569917708933,Suits,Ice,21.989999771118164,Women
8101,8.50591988700248,Suits,Ice,13.989999771118164,Women
8103,38.11730891824752,Suits,Ice,66.98999786376953,Women
8107,36.057561151015165,Suits,Ice,55.9900016784668,Women
8109,37.754101099950816,Suits,Ice,63.9900016784668,Women
8110,9.701289908803105,Suits,Ice,16.989999771118164,Women
8139,59.51379877566248,Suits,Ice,95.98999786376952,Women
8145,44.83409886984303,Suits,Ice,75.98999786376953,Women
8148,42.90603882040273,Suits,Ice,71.98999786376953,Women
8155,42.87359867274165,Suits,Ice,66.98999786376953,Women
8158,15.12617992565751,Suits,Ice,25.989999771118164,Women
8160,15.697959905421325,Suits,Ice,25.989999771118164,Women
8162,9.820219895048735,Suits,Ice,16.989999771118164,Women
8185,10.261959890300371,Suits,Ice,16.989999771118164,Women
8188,35.49766125103474,Suits,Ice,55.9900016784668,Women
8189,19.204350993917885,Suits,Ice,33.9900016784668,Women
8191,43.697928826136206,Suits,Ice,71.98999786376953,Women
8194,16.139789889234155,Suits,Ice,25.989999771118164,Women
8195,39.658078809719605,Suits,Ice,66.98999786376953,Women
8197,16.191769897296577,Suits,Ice,25.989999771118164,Women
8199,17.165639852822423,Suits,Ice,26.989999771118164,Women
8208,16.21775990132779,Suits,Ice,25.989999771118164,Women
8209,9.837209897604733,Suits,Ice,16.989999771118164,Women
70,56.92499983403832,Tops & Tees,LNA,99.0,Women
791,44.6489999309415,Sweaters,LNA,99.0,Women
2060,6.033999998122454,Fashion Hoodies & Sweatshirts,NLA,14.0,Women
1935,59.90400007367134,Fashion Hoodies & Sweatshirts,QSW,128.0,Women
1972,36.876000098884106,Fashion Hoodies & Sweatshirts,QSW,84.0,Women
2349,38.47200004756451,Fashion Hoodies & Sweatshirts,QSW,84.0,Women
6529,31.96000004559756,Shorts,QSW,68.0,Women
12746,27.84000009298325,Swim,TYR,60.0,Women
12750,34.93951924982994,Swim,TYR,77.98999786376953,Women
12757,22.781000450715425,Swim,TYR,59.950000762939446,Women
12762,20.816100375162065,Swim,TYR,45.450000762939446,Women
12768,21.74639948249459,Swim,TYR,55.7599983215332,Women
12794,17.141639625748283,Swim,TYR,40.619998931884766,Women
12803,28.096198903571064,Swim,TYR,70.94999694824219,Women
12807,31.13142924681276,Swim,TYR,76.48999786376953,Women
12815,19.171920763937685,Swim,TYR,46.9900016784668,Women
12850,20.496350471267107,Swim,TYR,54.950000762939446,Women
12967,22.61623065244824,Swim,TYR,59.9900016784668,Women
13052,22.518540757543448,Swim,TYR,49.060001373291016,Women
13077,23.744000110775232,Swim,TYR,56.0,Women
13190,27.94800014793873,Swim,TYR,68.0,Women
13312,30.31200013216585,Swim,TYR,72.0,Women
13350,21.16806939591497,Swim,TYR,52.0099983215332,Women
27445,24.71966119429112,Swim,TYR,38.9900016784668,Men
27457,15.89760025509596,Swim,TYR,27.600000381469727,Men
27466,17.850000048056245,Swim,TYR,30.0,Men
27481,29.408000515669585,Swim,TYR,45.950000762939446,Men
27487,15.655589914467036,Swim,TYR,26.489999771118164,Men
27510,22.57175048463792,Swim,TYR,39.950000762939446,Men
27529,22.824000120162964,Swim,TYR,36.0,Men
27537,24.353911066282688,Swim,TYR,39.9900016784668,Men
27552,19.317550501902403,Swim,TYR,33.95000076293945,Men
27599,16.436200169558823,Swim,TYR,26.51000022888184,Men
